Id,Title,Description,Price,Original Price,Brand,Category id,Size id,Condition,Color,Secondary color,Images,Quantity,Shipping weight,Shipping weight unit,Shipping height,Shipping width,Shipping length,Domestic shipping price,Worldwide shipping price,Free domestic shipping,Free worldwide shipping,Tags,SKU,Who made,When made,Smart pricing,Smart pricing price,Accept offers,Is auction,Auction starting price,Cost of Goods,Internal note
,Burberry Brit Polo Shirt Black Nova Check Collar Mens XL,"Good Condition
Size: XL (Measurements provided on the images)
Era: 2000s to 2010s

🧵Material: Cotton pique
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 2000s to 2010s Burberry Brit polo shirt in black with the signature nova check lining to the under-collar and placket. Four-button placket and the tonal embroidered equestrian knight at the chest. Slight marks on the front.",19.99,,Burberry,53a08abc-4447-97e2-211b-4e5b23c79b26,471245b9-1139-0a68-77c5-a26a9e635e2f,Good,Black,,011_1.jpg|011_2.jpg|011_3.jpg|011_4.jpg|011_5.jpg|011_6.jpg|011_7.jpg|011_8.jpg|011_9.jpg|011_10.jpg|011_11.jpg|011_12.jpg,1,320,Grams,,,,2.95,,FALSE,FALSE,burberry|burberry brit|polo|polo shirt|black|nova check|designer|mens|xl|vintage|smart casual,SF - Men's Summer Designer Mix,SomeoneElse,From2007To2009,FALSE,,TRUE,FALSE,,6.45,Department: Men | Type: Polo
,Cinema Etoile Chemise Babydoll Slip White Lace Vintage Womens Small,"Very Good Condition
Size: Small Women's (Measurements provided on the images)
Era: 2000s

🧵Material: Mesh with lace overlay
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 2000s Vintage Cinema Etoile chemise babydoll in white with an outlined floral lace overlay and a ruffled hem. Structured underwired cups, adjustable straps and a sheer mesh skirt.",14.99,,Cinema Etoile,d8eea4c3-8b99-9272-0a74-970762106585,0a197135-09d9-7a16-9bc8-9fe09264a06a,VeryGood,White,,012_1.jpg|012_2.jpg|012_3.jpg|012_4.jpg|012_5.jpg|012_6.jpg|012_7.jpg|012_8.jpg|012_9.jpg|012_10.jpg|012_11.jpg|012_12.jpg|012_13.jpg,1,160,Grams,,,,2.95,,FALSE,FALSE,cinema etoile|chemise|babydoll|slip|nightdress|white|lace|lingerie|vintage|y2k|womens|small,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: no lingerie Style list seen yet
,Adidas Jacket Windbreaker Abstract Print Green Blue Vintage Womens 14,"Good Condition
Size: 14 (UK) (Measurements provided on the images)
Era: 1990s

🧵Material: Shell with fleece lining
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 1990s Vintage Adidas windbreaker jacket with an all-over abstract print body, contrast green yoke and periwinkle sleeves. Full zip fastening, drawcord collar, zip pockets and a brushed fleece lining.",22.99,,Adidas,266eae6a-6f6b-9e8f-6486-14bc0cdf3ed7,270425ce-442f-4c0c-7ab7-7dcd71fd4d84,Good,Multi,Green,013_1.jpg|013_2.jpg|013_3.jpg|013_4.jpg|013_5.jpg|013_6.jpg|013_7.jpg|013_8.jpg|013_9.jpg|013_10.jpg|013_11.jpg|013_12.jpg|013_13.jpg,1,540,Grams,,,,2.95,,FALSE,FALSE,adidas|jacket|windbreaker|shell jacket|abstract print|vintage|90s|y2k|womens|size 14|festival|sportswear,VWM - Women's Y2K Mix,SomeoneElse,From1990s,FALSE,,TRUE,FALSE,,5.23,"Department: Women | Style: Windbreaker | Outer Shell Material: Nylon (estimated, no tag read)"
,Lace Babydoll Slip Chemise Blue Sheer Vintage Y2K Womens Small,"Very Good Condition
Size: Small Women's (Measurements provided on the images)
Era: 2000s

🧵Material: Floral lace
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 2000s Vintage sheer lace babydoll slip in cobalt blue with a scalloped hem and satin bow at the bust. Adjustable straps and a soft A-line drape.",12.99,,,d8eea4c3-8b99-9272-0a74-970762106585,0a197135-09d9-7a16-9bc8-9fe09264a06a,VeryGood,Blue,,014_1.jpg|014_2.jpg|014_3.jpg|014_4.jpg|014_5.jpg|014_6.jpg|014_7.jpg|014_8.jpg|014_9.jpg,1,140,Grams,,,,2.95,,FALSE,FALSE,babydoll|chemise|slip|nightdress|blue|lace|sheer|lingerie|vintage|y2k|womens|small,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: no lingerie Style list seen yet
,Buffalo Bills Wild West Top Sublimated Print Y2K Vintage Womens Large,"Very Good Condition
Size: Large Women's (Measurements provided on the images)
Era: 2000s

🧵Material: Stretch jersey
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 2000s Vintage Y2K three-quarter sleeve top with an all-over sublimated Buffalo Bill's Wild West print in sepia, pink and cream. Rhinestone detailing, scoop neck with contrast binding and a stretch jersey body.",18.99,,,915cc70c-4838-5a4b-8ca3-7ef0f62e072e,903b02f6-1f5a-36ed-6620-bfae7fb51f8f,VeryGood,Brown,Pink,015_1.jpg|015_2.jpg|015_3.jpg|015_4.jpg|015_5.jpg|015_6.jpg|015_7.jpg|015_8.jpg|015_9.jpg|015_10.jpg|015_11.jpg|015_12.jpg|015_13.jpg|015_14.jpg,1,220,Grams,,,,2.95,,FALSE,FALSE,y2k|sublimated|graphic top|buffalo bill|wild west|western|vintage|3/4 sleeve|womens|large|rhinestone|boho,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Type: T-Shirt | Sleeve length: 3/4 Sleeve
,Juicy Couture Velour Hoodie Sorority Sigma Kappa Black Y2K Womens XL,"Very Good Condition
Size: XL Women's (Measurements provided on the images)
Era: 2000s

🧵Material: Velour
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 2000s Vintage Juicy Couture velour zip hoodie in black with appliqued pink Sigma Kappa letters at the chest. Full zip fastening, lined hood, ribbed cuffs and hem and Rachel's Sissy script across the back.",19.99,,Juicy Couture,b1d3ddb2-054d-46ee-52e1-4f079b388670,3d0d4408-03e4-6ea2-7468-c9d4a5540d55,VeryGood,Black,Pink,016_1.jpg|016_2.jpg|016_3.jpg|016_4.jpg|016_5.jpg|016_6.jpg|016_7.jpg|016_8.jpg|016_9.jpg|016_10.jpg|016_11.jpg|016_12.jpg|016_13.jpg|016_14.jpg|016_15.jpg,1,590,Grams,,,,2.95,,FALSE,FALSE,juicy couture|velour|hoodie|zip up|tracksuit|sorority|sigma kappa|black|pink|y2k|vintage|womens|xl,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,"Department: Women | Style: Full Zip | Neckline: Hooded is not in the list - nearest is Crew Neck, or type it in"
,Dominique Longline Bustier Bra Bridal White Strapless Womens 44DD,"Very Good Condition
Size: 44DD/E (Measurements provided on the images)
Era: 2000s

🧵Material: Satin with mesh panels
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 2000s Dominique longline bridal bustier in ivory white with moulded strapless cups and a boned longline body. Front hook fastening, mesh side panels and picot trim at the hem.",16.99,,Dominique,50c859ef-6643-4faf-1f4f-903ee3c155cc,7b7d7d22-297d-0ace-2f3c-c414d5592366,VeryGood,White,,017_1.jpg|017_2.jpg|017_3.jpg|017_4.jpg|017_5.jpg|017_6.jpg,1,290,Grams,,,,2.95,,FALSE,FALSE,dominique|bustier|longline bra|bridal|wedding|white|ivory|strapless|corset|lingerie|womens|44dd,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: no lingerie Style list seen yet
,Juicy Couture Velour Hoodie Zip Up Pink Y2K Tracksuit Womens Medium,"Very Good Condition
Size: Medium (Measurements provided on the images)
Era: 2000s

🧵Material: Velour
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 2000s Vintage Juicy Couture velour zip hoodie in crushed pink with tonal embroidered branding. Full zip fastening with a branded pull, lined hood, side pockets and ribbed cuffs and hem.",34.99,,Juicy Couture,b1d3ddb2-054d-46ee-52e1-4f079b388670,fb288854-9af5-1e28-20b7-2837ee7b6aed,VeryGood,Pink,,018_1.jpg|018_2.jpg|018_3.jpg|018_4.jpg|018_5.jpg|018_6.jpg|018_7.jpg|018_8.jpg|018_9.jpg,1,520,Grams,,,,2.95,,FALSE,FALSE,juicy couture|velour|hoodie|zip up|tracksuit|pink|y2k|vintage|womens|medium|coquette|2000s,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,"Department: Women | Style: Full Zip | Neckline: Hooded is not in the list - nearest is Crew Neck, or type it in"
,Carhartt T Shirt Pocket Tee Green Mint Workwear Womens Small,"Good Condition
Size: Small (4-6) (Measurements provided on the images)
Era: 2010s to 2020s

🧵Material: 100% Cotton
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 2010s to 2020s Carhartt pocket t-shirt in mint green with the woven Carhartt patch at the chest pocket. Ribbed crew neck and a straight workwear cut. Slight speckles on the front.",9.99,,Carhartt,4e101a09-6234-2e61-6ee9-2f485d8269cd,0a197135-09d9-7a16-9bc8-9fe09264a06a,Good,Green,,019_1.jpg|019_2.jpg|019_3.jpg|019_4.jpg|019_5.jpg|019_6.jpg|019_7.jpg|019_8.jpg|019_9.jpg|019_10.jpg,1,210,Grams,,,,2.95,,FALSE,FALSE,carhartt|t shirt|pocket tee|workwear|green|mint|womens|small|streetwear|vintage|cotton,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Type: T-Shirt | Sleeve length: Short Sleeve
,Ralph Lauren Polo Shirt Womens Black Red Pony Classic Fit Medium,"Very Good Condition
Size: Medium (10-12) (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton pique
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 2010s Ralph Lauren women's polo shirt in black with a contrast red embroidered pony at the chest. Two-button placket, ribbed collar and cuffs and a classic fit cut.",14.00,,Ralph Lauren,94954653-2623-55ef-459f-259d8f557249,fb288854-9af5-1e28-20b7-2837ee7b6aed,VeryGood,Black,Red,020_1.jpg|020_2.jpg|020_3.jpg|020_4.jpg|020_5.jpg|020_6.jpg|020_7.jpg|020_8.jpg|020_9.jpg|020_10.jpg|020_11.jpg,1,240,Grams,,,,2.95,,FALSE,FALSE,ralph lauren|polo|polo shirt|black|red pony|womens|medium|classic fit|preppy|vintage|cotton pique,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Type: Polo | Sleeve length: Short Sleeve
,Ralph Lauren Sport Shirt Oxford Button Down Lilac Purple Womens Small,"Very Good Condition
Size: Small (Measurements provided on the images)
Era: 2000s

🧵Material: Cotton oxford
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 2000s Vintage Ralph Lauren Sport oxford shirt in lilac purple with a gold embroidered pony at the chest. Button-down collar, full button placket and a curved shirt tail hem.",18.00,,Ralph Lauren,ccf577d4-1398-7c82-2ea9-569848ab636e,0a197135-09d9-7a16-9bc8-9fe09264a06a,VeryGood,Lilac,,021_1.jpg|021_2.jpg|021_3.jpg|021_4.jpg|021_5.jpg|021_6.jpg|021_7.jpg|021_8.jpg|021_9.jpg|021_10.jpg|021_11.jpg,1,270,Grams,,,,2.95,,FALSE,FALSE,ralph lauren|ralph lauren sport|shirt|oxford|button down|lilac|purple|womens|small|preppy|vintage|y2k,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Type: Button-Up | Sleeve length: Long Sleeve
,Birkenstock Arizona Sandals Two Strap Bronze Nude Womens UK 4 EU 37,"Very Good Vintage Condition
Size: UK 4 (EU 37) (Measurements provided on the images)
Era: 2010s

🧵Material: Leather upper with cork footbed
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 2010s Vintage Birkenstock Arizona two-strap sandals in bronze nude with the classic contoured cork footbed. Twin adjustable buckle straps and a moulded EVA sole. Footbed stamped 240, EU 37 / UK 4.",27.99,,Birkenstock,8ca295e3-4da1-60b0-9788-b5ab12598d45,92210b87-92e9-2ba1-6635-a882e9af9275,VeryGood,Beige,,022_1.jpg|022_2.jpg|022_3.jpg|022_4.jpg|022_5.jpg|022_6.jpg|022_7.jpg|022_8.jpg,1,740,Grams,,,,2.95,,FALSE,FALSE,birkenstock|arizona|sandals|two strap|sliders|bronze|nude|beige|leather|cork|womens|uk 4|eu 37|summer,SF - Birkenstock,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,,Department: Women | Style: no sandals Style list seen yet
,Birkenstock Arizona Sandals Two Strap Brown Mocha Womens UK 5 EU 38,"Good Condition
Size: UK 5 (EU 38) (Measurements provided on the images)
Era: 2010s

🧵Material: Leather upper with cork footbed
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 2010s Vintage Birkenstock Arizona two-strap sandals in brown mocha with the contoured cork footbed. Twin adjustable buckle straps and a moulded EVA sole. Footbed stamped 245, EU 38 / UK 5. Inner footbed a bit worn - exterior sole is in good condition. Would otherwise be very good condition.",24.99,,Birkenstock,8ca295e3-4da1-60b0-9788-b5ab12598d45,8c71f20d-9c99-73b8-7bb5-2bb2cf785663,Good,Brown,,023_1.jpg|023_2.jpg|023_3.jpg|023_4.jpg|023_5.jpg|023_6.jpg|023_7.jpg|023_8.jpg|023_9.jpg,1,740,Grams,,,,2.95,,FALSE,FALSE,birkenstock|arizona|sandals|two strap|sliders|brown|mocha|leather|cork|womens|uk 5|eu 38|summer,SF - Birkenstock,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,,Department: Women | Style: no sandals Style list seen yet
,Birkenstock Gizeh Sandals Thong Toe Post Brown Womens UK 5 EU 38,"Good Condition
Size: UK 5 (EU 38) (Measurements provided on the images)
Era: 2010s

🧵Material: Leather upper with cork footbed
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 2010s Vintage Birkenstock Gizeh thong sandals in brown with the contoured cork footbed. Adjustable buckle toe-post strap and a moulded EVA sole. Footbed stamped 245, EU 38 / UK 5.",24.99,,Birkenstock,8ca295e3-4da1-60b0-9788-b5ab12598d45,8c71f20d-9c99-73b8-7bb5-2bb2cf785663,Good,Brown,,024_1.jpg|024_2.jpg|024_3.jpg|024_4.jpg|024_5.jpg|024_6.jpg|024_7.jpg,1,640,Grams,,,,2.95,,FALSE,FALSE,birkenstock|gizeh|sandals|thong sandals|toe post|brown|leather|cork|womens|uk 5|eu 38|summer,SF - Birkenstock,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,,Department: Women | Style: no sandals Style list seen yet
,Birkenstock Gizeh Sandals Thong Toe Post Yellow Patent Womens UK 3 EU 36,"Good Condition
Size: UK 3 (EU 36) (Measurements provided on the images)
Era: 2010s

🧵Material: Patent upper with cork footbed
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 2010s Vintage Birkenstock Gizeh thong sandals in bright yellow patent with the contoured cork footbed. Adjustable buckle toe-post strap and a moulded EVA sole. Footbed stamped 230, EU 36 / UK 3.",24.99,,Birkenstock,8ca295e3-4da1-60b0-9788-b5ab12598d45,8ac257a1-a22b-4f5e-1555-96eb4f7351d1,Good,Yellow,,025_1.jpg|025_2.jpg|025_3.jpg|025_4.jpg|025_5.jpg|025_6.jpg|025_7.jpg|025_8.jpg|025_9.jpg,1,620,Grams,,,,2.95,,FALSE,FALSE,birkenstock|gizeh|sandals|thong sandals|toe post|yellow|patent|neon|cork|womens|uk 3|eu 36|summer,SF - Birkenstock,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,,Department: Women | Style: no sandals Style list seen yet
