item_no,source_filename,shot_type,photo_index,notes
014,IMG_1794-Photoroom.JPG,front,1,
014,IMG_1415-Photoroom.JPG,detail,2,
014,IMG_1416-Photoroom.JPG,detail,3,
014,IMG_1417-Photoroom.JPG,detail,4,
014,IMG_1418-Photoroom.JPG,detail,5,
014,IMG_1419-Photoroom.JPG,detail,6,
014,IMG_1420-Photoroom.JPG,detail,7,
014,IMG_1421-Photoroom.JPG,detail,8,
014,IMG_1422-Photoroom.JPG,detail,9,
014,IMG_1423-Photoroom.JPG,detail,10,
014,IMG_1424-Photoroom.JPG,detail,11,
014,IMG_1425-Photoroom.JPG,measure,12,
014,IMG_1426-Photoroom.JPG,measure,13,
015,IMG_1796-Photoroom.JPG,front,1,
015,IMG_1797-Photoroom.JPG,back,2,
015,IMG_1427-Photoroom.JPG,detail,3,
015,IMG_1431-Photoroom.JPG,detail,4,
015,IMG_1432-Photoroom.JPG,detail,5,
015,IMG_1433-Photoroom.JPG,detail,6,
015,IMG_1434-Photoroom.JPG,detail,7,
015,IMG_1435-Photoroom.JPG,detail,8,
015,IMG_1436-Photoroom.JPG,detail,9,
015,IMG_1437-Photoroom.JPG,detail,10,
015,IMG_1438-Photoroom.JPG,detail,11,
015,IMG_1428-Photoroom.JPG,measure,12,
015,IMG_1429-Photoroom.JPG,measure,13,
015,IMG_1430-Photoroom.JPG,measure,14,
016,IMG_1798-Photoroom.JPG,front,1,
016,IMG_1800-Photoroom.JPG,back,2,
016,IMG_1439-Photoroom.JPG,detail,3,
016,IMG_1440-Photoroom.JPG,detail,4,
016,IMG_1441-Photoroom.JPG,detail,5,
016,IMG_1442-Photoroom.JPG,detail,6,
016,IMG_1443-Photoroom.JPG,detail,7,
016,IMG_1444-Photoroom.JPG,detail,8,
016,IMG_1445-Photoroom.JPG,detail,9,
016,IMG_1446-Photoroom.JPG,detail,10,
016,IMG_1447-Photoroom.JPG,detail,11,
016,IMG_1448-Photoroom.JPG,detail,12,
017,IMG_1802-Photoroom.JPG,front,1,
017,IMG_1803-Photoroom.JPG,back,2,
017,IMG_1450-Photoroom.JPG,detail,3,
017,IMG_1451-Photoroom.JPG,detail,4,
017,IMG_1452-Photoroom.JPG,detail,5,
017,IMG_1453-Photoroom.JPG,detail,6,
017,IMG_1454-Photoroom.JPG,detail,7,
017,IMG_1455-Photoroom.JPG,detail,8,
017,IMG_1456-Photoroom.JPG,detail,9,
017,IMG_1457-Photoroom.JPG,detail,10,
017,IMG_1458-Photoroom.JPG,detail,11,
017,IMG_1461-Photoroom.JPG,detail,12,
017,IMG_1459-Photoroom.JPG,measure,13,
017,IMG_1460-Photoroom.JPG,measure,14,
018,IMG_1804-Photoroom.JPG,front,1,
018,IMG_1805-Photoroom.JPG,back,2,
018,IMG_1462-Photoroom.JPG,detail,3,
018,IMG_1463-Photoroom.JPG,detail,4,
018,IMG_1464-Photoroom.JPG,detail,5,
018,IMG_1465-Photoroom.JPG,detail,6,
018,IMG_1466-Photoroom.JPG,detail,7,
018,IMG_1467-Photoroom.JPG,detail,8,
018,IMG_1468-Photoroom.JPG,measure,9,
018,IMG_1469-Photoroom.JPG,measure,10,
019,IMG_1807-Photoroom.JPG,front,1,
019,IMG_1808-Photoroom.JPG,back,2,
019,IMG_1472-Photoroom.JPG,detail,3,
019,IMG_1473-Photoroom.JPG,detail,4,
019,IMG_1474-Photoroom.JPG,detail,5,
019,IMG_1475-Photoroom.JPG,detail,6,
019,IMG_1476-Photoroom.JPG,detail,7,
019,IMG_1477-Photoroom.JPG,detail,8,
019,IMG_1478-Photoroom.JPG,detail,9,
019,IMG_1479-Photoroom.JPG,detail,10,
020,IMG_1809-Photoroom.JPG,front,1,
020,IMG_1810-Photoroom.JPG,back,2,
020,IMG_1481-Photoroom.JPG,detail,3,
020,IMG_1482-Photoroom.JPG,detail,4,
020,IMG_1483-Photoroom.JPG,detail,5,
020,IMG_1484-Photoroom.JPG,detail,6,
020,IMG_1485-Photoroom.JPG,detail,7,
020,IMG_1486-Photoroom.JPG,detail,8,
020,IMG_1487-Photoroom.JPG,detail,9,
020,IMG_1488-Photoroom.JPG,measure,10,
020,IMG_1489-Photoroom.JPG,measure,11,
021,IMG_1499-Photoroom.JPG,front,1,
021,IMG_1497-Photoroom.JPG,back,2,
021,IMG_1490-Photoroom.JPG,detail,3,
021,IMG_1491-Photoroom.JPG,detail,4,
021,IMG_1492-Photoroom.JPG,detail,5,
021,IMG_1493-Photoroom.JPG,detail,6,
021,IMG_1494-Photoroom.JPG,detail,7,
021,IMG_1495-Photoroom.JPG,detail,8,
021,IMG_1498-Photoroom.JPG,detail,9,
021,IMG_1500-Photoroom.JPG,measure,10,
021,IMG_1502-Photoroom.JPG,measure,11,
022,IMG_1514-Photoroom.JPG,front,1,
022,IMG_1513-Photoroom.JPG,back,2,
022,IMG_1504-Photoroom.JPG,detail,3,
022,IMG_1505-Photoroom.JPG,detail,4,
022,IMG_1506-Photoroom.JPG,detail,5,
022,IMG_1507-Photoroom.JPG,detail,6,
022,IMG_1508-Photoroom.JPG,detail,7,
022,IMG_1509-Photoroom.JPG,detail,8,
022,IMG_1510-Photoroom.JPG,detail,9,
022,IMG_1511-Photoroom.JPG,detail,10,
022,IMG_1516-Photoroom.JPG,measure,11,
022,IMG_1517-Photoroom.JPG,measure,12,
023,IMG_1522-Photoroom.JPG,front,1,
023,IMG_1527-Photoroom.JPG,back,2,
023,IMG_1518-Photoroom.JPG,detail,3,
023,IMG_1519-Photoroom.JPG,detail,4,
023,IMG_1520-Photoroom.JPG,detail,5,
023,IMG_1521-Photoroom.JPG,detail,6,
023,IMG_1523-Photoroom.JPG,detail,7,
023,IMG_1524-Photoroom.JPG,detail,8,
023,IMG_1525-Photoroom.JPG,detail,9,
023,IMG_1526-Photoroom.JPG,detail,10,
023,IMG_1528-Photoroom.JPG,measure,11,
023,IMG_1529-Photoroom.JPG,measure,12,
024,IMG_1537-Photoroom.JPG,front,1,
024,IMG_1532-Photoroom.JPG,back,2,
024,IMG_1533-Photoroom.JPG,detail,3,
024,IMG_1534-Photoroom.JPG,detail,4,
024,IMG_1535-Photoroom.JPG,detail,5,
024,IMG_1536-Photoroom.JPG,detail,6,
024,IMG_1538-Photoroom.JPG,detail,7,
024,IMG_1539-Photoroom.JPG,detail,8,
024,IMG_1540-Photoroom.JPG,detail,9,
024,IMG_1543-Photoroom.JPG,detail,10,
024,IMG_1544-Photoroom.JPG,detail,11,
024,IMG_1541-Photoroom.JPG,measure,12,
024,IMG_1542-Photoroom.JPG,measure,13,
025,IMG_1546-Photoroom.JPG,front,1,
025,IMG_1547-Photoroom.JPG,back,2,
025,IMG_1548-Photoroom.JPG,measure,3,
026,IMG_1554-Photoroom.JPG,front,1,
026,IMG_1551-Photoroom.JPG,back,2,
026,IMG_1552-Photoroom.JPG,detail,3,
026,IMG_1553-Photoroom.JPG,detail,4,
026,IMG_1556-Photoroom.JPG,detail,5,
026,IMG_1557-Photoroom.JPG,detail,6,
026,IMG_1558-Photoroom.JPG,detail,7,
026,IMG_1559-Photoroom.JPG,detail,8,
027,IMG_1565-Photoroom.JPG,front,1,
027,IMG_1563-Photoroom.JPG,back,2,
027,IMG_1560-Photoroom.JPG,detail,3,
027,IMG_1561-Photoroom.JPG,detail,4,
027,IMG_1562-Photoroom.JPG,detail,5,
027,IMG_1564-Photoroom.JPG,detail,6,
027,IMG_1566-Photoroom.JPG,detail,7,
027,IMG_1567-Photoroom.JPG,measure,8,
028,IMG_1568-Photoroom.JPG,front,1,
028,IMG_1573-Photoroom.JPG,back,2,
028,IMG_1569-Photoroom.JPG,detail,3,
028,IMG_1570-Photoroom.JPG,detail,4,
028,IMG_1571-Photoroom.JPG,detail,5,
028,IMG_1572-Photoroom.JPG,detail,6,
028,IMG_1574-Photoroom.JPG,detail,7,
028,IMG_1575-Photoroom.JPG,detail,8,
028,IMG_1576-Photoroom.JPG,detail,9,
028,IMG_1577-Photoroom.JPG,detail,10,
028,IMG_1578-Photoroom.JPG,detail,11,
028,IMG_1579-Photoroom.JPG,measure,12,
028,IMG_1580-Photoroom.JPG,measure,13,
029,IMG_1581-Photoroom.JPG,front,1,
029,IMG_1587-Photoroom.JPG,back,2,
029,IMG_1582-Photoroom.JPG,detail,3,
029,IMG_1583-Photoroom.JPG,detail,4,
029,IMG_1584-Photoroom.JPG,detail,5,
029,IMG_1585-Photoroom.JPG,detail,6,
029,IMG_1586-Photoroom.JPG,detail,7,
029,IMG_1588-Photoroom.JPG,detail,8,
029,IMG_1589-Photoroom.JPG,measure,9,
029,IMG_1590-Photoroom.JPG,measure,10,
030,IMG_1591-Photoroom.JPG,front,1,
030,IMG_1592-Photoroom.JPG,back,2,
030,IMG_1594-Photoroom.JPG,detail,3,
030,IMG_1595-Photoroom.JPG,detail,4,
030,IMG_1596-Photoroom.JPG,detail,5,
030,IMG_1597-Photoroom.JPG,detail,6,
030,IMG_1598-Photoroom.JPG,detail,7,
030,IMG_1599-Photoroom.JPG,detail,8,
030,IMG_1600-Photoroom.JPG,detail,9,
030,IMG_1601-Photoroom.JPG,detail,10,
030,IMG_1602-Photoroom.JPG,detail,11,
030,IMG_1605-Photoroom.JPG,detail,12,
030,IMG_1603-Photoroom.JPG,measure,13,
030,IMG_1604-Photoroom.JPG,measure,14,
031,IMG_1614-Photoroom.JPG,front,1,
031,IMG_1607-Photoroom.JPG,detail,2,
031,IMG_1608-Photoroom.JPG,detail,3,
031,IMG_1609-Photoroom.JPG,detail,4,
031,IMG_1610-Photoroom.JPG,detail,5,
031,IMG_1611-Photoroom.JPG,detail,6,
031,IMG_1612-Photoroom.JPG,detail,7,
031,IMG_1613-Photoroom.JPG,detail,8,
032,IMG_1621-Photoroom.JPG,front,1,
032,IMG_1622-Photoroom.JPG,back,2,
032,IMG_1615-Photoroom.JPG,detail,3,
032,IMG_1616-Photoroom.JPG,detail,4,
032,IMG_1617-Photoroom.JPG,detail,5,
032,IMG_1618-Photoroom.JPG,detail,6,
032,IMG_1619-Photoroom.JPG,detail,7,
032,IMG_1620-Photoroom.JPG,detail,8,
032,IMG_1623-Photoroom.JPG,detail,9,
033,IMG_1629-Photoroom.JPG,front,1,
033,IMG_1625-Photoroom.JPG,detail,2,
033,IMG_1626-Photoroom.JPG,detail,3,
033,IMG_1627-Photoroom.JPG,detail,4,
033,IMG_1628-Photoroom.JPG,detail,5,
034,IMG_1630-Photoroom.JPG,front,1,
034,IMG_1637-Photoroom.JPG,back,2,
034,IMG_1631-Photoroom.JPG,detail,3,
034,IMG_1632-Photoroom.JPG,detail,4,
034,IMG_1633-Photoroom.JPG,detail,5,
034,IMG_1634-Photoroom.JPG,detail,6,
034,IMG_1635-Photoroom.JPG,detail,7,
034,IMG_1636-Photoroom.JPG,detail,8,
034,IMG_1638-Photoroom.JPG,detail,9,
034,IMG_1639-Photoroom.JPG,detail,10,
035,IMG_1811-Photoroom.JPG,front,1,
035,IMG_1814-Photoroom.JPG,back,2,
035,IMG_1641-Photoroom.JPG,detail,3,
035,IMG_1642-Photoroom.JPG,detail,4,
035,IMG_1643-Photoroom.JPG,detail,5,
035,IMG_1644-Photoroom.JPG,detail,6,
035,IMG_1645-Photoroom.JPG,detail,7,
035,IMG_1646-Photoroom.JPG,detail,8,
035,IMG_1647-Photoroom.JPG,detail,9,
035,IMG_1648-Photoroom.JPG,detail,10,
035,IMG_1649-Photoroom.JPG,detail,11,
036,IMG_1815-Photoroom.JPG,front,1,
036,IMG_1816-Photoroom.JPG,back,2,
036,IMG_1651-Photoroom.JPG,detail,3,
036,IMG_1652-Photoroom.JPG,detail,4,
036,IMG_1653-Photoroom.JPG,detail,5,
036,IMG_1654-Photoroom.JPG,detail,6,
036,IMG_1655-Photoroom.JPG,detail,7,
037,IMG_1817-Photoroom.JPG,front,1,
037,IMG_1818-Photoroom.JPG,back,2,
037,IMG_1657-Photoroom.JPG,detail,3,
037,IMG_1658-Photoroom.JPG,detail,4,
037,IMG_1659-Photoroom.JPG,detail,5,
037,IMG_1660-Photoroom.JPG,detail,6,
037,IMG_1661-Photoroom.JPG,detail,7,
037,IMG_1662-Photoroom.JPG,detail,8,
037,IMG_1663-Photoroom.JPG,detail,9,
037,IMG_1664-Photoroom.JPG,measure,10,
037,IMG_1665-Photoroom.JPG,measure,11,
038,IMG_1819-Photoroom.JPG,front,1,
038,IMG_1820-Photoroom.JPG,back,2,
038,IMG_1666-Photoroom.JPG,detail,3,
038,IMG_1668-Photoroom.JPG,detail,4,
038,IMG_1670-Photoroom.JPG,detail,5,
038,IMG_1669-Photoroom.JPG,measure,6,
038,IMG_1672-Photoroom.JPG,measure,7,
039,IMG_1821-Photoroom.JPG,front,1,
039,IMG_1822-Photoroom.JPG,back,2,
039,IMG_1676-Photoroom.JPG,detail,3,
039,IMG_1677-Photoroom.JPG,detail,4,
039,IMG_1678-Photoroom.JPG,detail,5,
039,IMG_1679-Photoroom.JPG,detail,6,
039,IMG_1680-Photoroom.JPG,detail,7,
039,IMG_1681-Photoroom.JPG,detail,8,
039,IMG_1682-Photoroom.JPG,detail,9,
039,IMG_1683-Photoroom.JPG,detail,10,
039,IMG_1684-Photoroom.JPG,detail,11,
039,IMG_1685-Photoroom.JPG,measure,12,
039,IMG_1686-Photoroom.JPG,measure,13,
040,IMG_1823-Photoroom.JPG,front,1,
040,IMG_1824-Photoroom.JPG,back,2,
040,IMG_1687-Photoroom.JPG,detail,3,
040,IMG_1688-Photoroom.JPG,detail,4,
040,IMG_1689-Photoroom.JPG,detail,5,
040,IMG_1690-Photoroom.JPG,detail,6,
040,IMG_1691-Photoroom.JPG,detail,7,
040,IMG_1692-Photoroom.JPG,detail,8,
040,IMG_1693-Photoroom.JPG,detail,9,
040,IMG_1695-Photoroom.JPG,detail,10,
041,IMG_1825-Photoroom.JPG,front,1,
041,IMG_1826-Photoroom.JPG,back,2,
041,IMG_1698-Photoroom.JPG,detail,3,
041,IMG_1699-Photoroom.JPG,detail,4,
041,IMG_1700-Photoroom.JPG,detail,5,
041,IMG_1701-Photoroom.JPG,detail,6,
041,IMG_1702-Photoroom.JPG,detail,7,
041,IMG_1697-Photoroom.JPG,measure,8,
041,IMG_1703-Photoroom.JPG,measure,9,
042,IMG_1827-Photoroom.JPG,front,1,
042,IMG_1828-Photoroom.JPG,back,2,
042,IMG_1708-Photoroom.JPG,detail,3,
042,IMG_1709-Photoroom.JPG,detail,4,
042,IMG_1710-Photoroom.JPG,detail,5,
042,IMG_1711-Photoroom.JPG,detail,6,
042,IMG_1706-Photoroom.JPG,measure,7,
042,IMG_1707-Photoroom.JPG,measure,8,
043,IMG_1829-Photoroom.JPG,front,1,
043,IMG_1830-Photoroom.JPG,back,2,
043,IMG_1715-Photoroom.JPG,detail,3,
043,IMG_1717-Photoroom.JPG,detail,4,
043,IMG_1718-Photoroom.JPG,detail,5,
043,IMG_1719-Photoroom.JPG,detail,6,
043,IMG_1720-Photoroom.JPG,measure,7,
043,IMG_1721-Photoroom.JPG,measure,8,
044,IMG_1837-Photoroom.JPG,front,1,
044,IMG_1843-Photoroom.JPG,back,2,
044,IMG_1831-Photoroom.JPG,detail,3,
044,IMG_1833-Photoroom.JPG,detail,4,
044,IMG_1834-Photoroom.JPG,detail,5,
044,IMG_1835-Photoroom.JPG,detail,6,
044,IMG_1836-Photoroom.JPG,detail,7,
044,IMG_1839-Photoroom.JPG,detail,8,
044,IMG_1840-Photoroom.JPG,detail,9,
044,IMG_1841-Photoroom.JPG,detail,10,
045,IMG_1844-Photoroom.JPG,front,1,
045,IMG_1846-Photoroom.JPG,back,2,
045,IMG_1845-Photoroom.JPG,detail,3,
045,IMG_1847-Photoroom.JPG,detail,4,
045,IMG_1848-Photoroom.JPG,detail,5,
045,IMG_1849-Photoroom.JPG,measure,6,
045,IMG_1850-Photoroom.JPG,measure,7,
